,id,category,corpus
216,216,Games,game game practice game game practice game practice game
217,217,Society,tax program set surplus surplus tax domestic cut spending spending health surplus cut program candidate surplus health military presidential economy candidate presidential health surplus trillion military spending spending spending cut program tax presidential surplus surplus surplus cut trillion candidate cut health candidate program candidate spending spending trillion domestic tax program cut cut cut spending trillion set domestic military set economy tax spending economy
218,218,Sports,team cardinal owner pennant cardinal baseball federal cardinal baseball team buy cardinal buy owner ownership baseball club ownership federal cardinal brewery baseball cardinal club buy brewery buy team team prison owner prison federal owner buy team ownership baseball pennant baseball team prison owner owner baseball club brewery pennant owner team owner team
219,219,Home,cuisine exotic food food cook writing exotic food exotic exotic cuisine food book cuisine cuisine cook writing writing cook book writing book food cook book
220,220,Society,find murder british book book school boy boy find british witchcraft school school boy find murder witchcraft school murder book witchcraft british
221,221,Sports,photograph essay edit sport letter edit edit photograph essay letter essay photograph letter sport sport photograph photograph
222,222,Society,boy school boy sport british book witchcraft photograph letter murder find book british find photograph essay letter school edit find school british rowling edit boy essay essay life murder photograph sport edit witchcraft photograph rowling book book school sport murder life rowling life witchcraft photograph letter
223,223,Arts,sale sale book woman woman book sale woman book book book woman
224,224,Arts,vintage find woman vintage sale book sale find sale book recall recall book find recall book woman woman book woman vintage
225,225,Society,gunfire gunfire bullet bullet boy police gunfire police gunfire bullet bullet doctor bullet boy bullet bullet boy doctor police bullet doctor police bullet boy
226,226,Sports,team tie tough right team tough right bad team bad tie tough team tie right bad
227,227,Sports,game play goalie devil goal devil team game play get devil game crease team game period right goal devil goal crease period right center game goal right puck get game front team period puck crease club goal goalie leave leave goal period game game goalie puck club club front get center play leave front center right right
228,228,Arts,sign millennium sign spectacular event laser show production sponsor laser laser laser crowd light pretty laser light crowd millennium production show show millennium parachuting weather sign official million daredevil plan event sign million show sign celebration celebration sign sign crowd community million television community scale scale celebration sign celebration event capital plan light television production event spectacular event sign crowd weather event capital sign firework event daredevil parachuting parachuting pretty pretty sign event sign show light official community show laser million event capital firework weather official event firework sign show scale sponsor laser official weather show light daredevil plan laser television celebration show sign sponsor celebration spectacular sign event event show sign event
229,229,Sports,play game game yard play game point game yard yard line throw point game game big throw ball throw play game defensive big big yard defensive throw yard yard big game yard point line point ball yard game game loss play loss point yard throw loss line defensive yard ball
230,230,Sports,force boat race skipper race drag speed side force boat race leg drag mark race skipper course boat race course course lead mark right lead spinnaker skipper leg right lead drag leave mark boat boat skipper race spinnaker lead boat leave leave boat race course race lead lead boat side right spinnaker right speed match leave race force race right lead side race match course race mark speed leave leg skipper race boat boat leg match match
231,231,Arts,strip run strip newspaper strip reprint close strip cartoonist strip strip strip daily character run strip character reprint run daily video strip cartoonist close character newspaper close newspaper video character strip daily reprint cartoonist video
232,232,Arts,network drama show sitcom drama show sitcom millionaire drama sitcom drama network million show drama drama millionaire network million drama million sitcom network millionaire sitcom show
233,233,Recreation,y2k com information com com com y2k com y2k information information y2k com
234,234,Recreation,com com y2k com com com y2k information y2k y2k information information com
235,235,Society,negotiation meeting syrian israeli syrian israeli israeli talk syrian negotiation meeting peace talk peace talk security security peace peace syrian security talk syrian syrian official syrian talk talk talk syrian israeli official talk peace peace border border border talk meeting negotiation official security syrian syrian israeli talk syrian
236,236,Business,underwrite bond deal business stock billion billion bond stock underwrite money total technology public billion offer trillion stock raise borrower investor underwrite market market bond billion merger offer total company investment head worth offer bond trillion quarter company investment stock sell stock bond money underwrite stock raise stock raise bond trillion total worth offer raise investment technology money offer quarter head raise market bank borrower investor bank bank investment deal total stock market deal sell public company stock billion investor bond offer underwrite quarter stock bond merger technology public offer underwrite market billion billion investment offer bond stock bond deal investor market billion bond market borrower worth investment offer head stock investment underwrite stock business offer sell billion business offer offer underwrite trillion company merger stock trillion bond deal billion stock investor offer investor
237,237,Business,follow company billion merger billion offering billion stock company fee merger underwrite follow offering company follow offering percent bank underwrite merger bond company stock bond company company merger bank bank business percent merger merger bond fee company billion billion business business fee billion percent billion stock merger follow company bank fee offering stock fee stock underwrite
238,238,Business,currency percent ahead company percent stock index percent company market rate stock economic stock global return strategist strategist percent percent currency dollar japanese percent high currency gain rest term percent stock gain market stock dollar investor stock rate global emerge market market high market investor telecommunication gain investor stock gain percent high yen market stock market market market percent local emerge currency yen dollar technology dollar high currency strategist stock investor telecommunication percent stock emerge emerge percent investor dollar percent stock percent high dollar foreign stock stock increase percent rate percent big stock percent percent percent stock high percent technology market market telecommunication ahead market increase stock foreign market stock percent market index economic return accord index accord percent dollar investor stock return market index stock stock foreign percent local percent index stock ahead global percent percent term currency stock term percent dollar rally return big index gain market emerge percent big percent percent index dollar accord rest japanese market percent term big index market investor high japanese percent percent term term company market stock economic index japanese index market increase percent term market investor technology technology currency index market economic stock stock investor stock yen investor rally rally japanese investor local company stock rest stock japanese index economic japanese foreign stock
239,239,Arts,awoke sergeant woman book death death bedroom sergeant depth woman depth boat awoke boat death depth woman woman imagination bedroom book bedroom boat awoke sergeant imagination death imagination death boat imagination book book book sergeant imagination
240,240,Recreation,saw wife saw wife cruiser voice cruiser officer cruiser wife character officer officer character captain captain wife captain character voice officer saw voice
241,241,Recreation,rain mild eastern eastern interior air chilly state central front state air low mild central air low snow rain central snow eastern mild front chilly snow low interior state air rain front snow chilly snow rain interior snow
242,242,Arts,depth bedroom boat death boat awoke boat woman imagination book woman sergeant book awoke depth bedroom imagination bedroom depth book death woman death imagination sergeant sergeant book imagination woman boat death book sergeant imagination awoke
243,243,Recreation,character character wife cruiser saw saw wife wife voice character cruiser cruiser voice officer voice captain captain officer wife saw captain officer officer
244,244,Sports,stock company entrepreneur company idea stock billion billion excite entrepreneur company stock earn network excite hour entrepreneur idea earn hour network hour entrepreneur stock network excite billion excite earn idea excite company entrepreneur company
245,245,Computers,friend build computer suggest family family company computer friend computer company computer computer suggest networking company company computer suggest computer build build networking networking computer friend friend family build networking company company company computer
246,246,Business,commerce commerce industry company reseller recent company direct web web company sell distributor retailer reseller channel lower manufacturer product sell product online web company computer sell channel sell recent site brand commerce sell direct sell web direct commerce sell sale product industry sell online recent lower online sell online product distributor sell web retailer brand product direct reseller retailer retailer sell manufacturer online distributor online product channel success sell online web sale retailer reseller manufacturer brand distributor product sell conflict product retailer direct web sell sale conflict success distributor sell web retail sell computer channel company site success product recent industry lower consumer online retail retailer site sell manufacturer retailer consumer commerce company conflict conflict product manufacturer channel computer retailer sell distributor sale consumer retailer sell consumer brand product retailer site sell lower retail industry company
247,247,Business,taxpayer technology cheat focus able taxpayer tax tax mining taxpayer customer taxpayer fraud income identify help company identify fraud identify database database data detection find database able technology technology company income cheat cheat tax data taxpayer system effort tax information effort find able system detection pattern identify database system tax cheat design return cut detection mail mining return database technology taxpayer return technology tax identify return mining pattern fraud tax customer help able customer return data effort tax identify focus database customer fraud customer design database information tax fraud fraud information cheat help detection fraud identify database data data design technology income mail tax taxpayer database tax taxpayer taxpayer focus fraud data identify mail system company return database customer tax technology pattern tax database tax mining pattern customer company system cut cheat cut fraud find tax system technology fraud database database return pattern tax
248,248,Sports,sport falcon question com sport falcon sport com falcon com question com com sport question com
249,249,Society,career commander wrong ship permitted wrong sailor career black black ship permitted black black son assistant naval sailor boat operation officer officer woman black woman boat naval racial chief permitted admiral early order black chief assistant admiral naval admiral admiral serve permitted commander early admiral operation chief commander sailor ship black naval early ship wrong commander ship woman serve racial son naval officer racial order officer black officer assistant naval serve sailor order sailor sailor officer son sailor boat career operation
250,250,Health,cancer cancer cancer son cancer son son cancer son
251,251,Computers,software able y2k operation bug software y2k computer bug problem effort computer bug federal equipment bug federal equipment poorer computer problem operation computer y2k able y2k y2k computer country country software country effort y2k computer bug y2k computer poorer y2k computer operation computer country equipment federal country y2k problem effort computer problem country country problem country able poorer y2k y2k
252,252,Computers,federal y2k computer operation poorer bug operation problem poorer y2k country problem computer equipment country able y2k poorer effort federal computer software effort y2k computer software computer effort able y2k y2k computer able equipment y2k bug country country y2k software problem equipment bug bug problem computer country computer bug country operation y2k country y2k computer problem country computer federal y2k
253,253,Society,historical transcript fan trial imagination revolution sexual prison book imagination imagination crime act libertine revolution revolutionary prison revolutionary courtroom fan imagination kind fan crime crime sexual trial revolution fan fan revolution imagination revolution historical courtroom book revolutionary book libertine courtroom book courtroom kind transcript sexual historical trial act libertine act prison act transcript trial crime kind
254,254,Computers,high system technology high system technology system mail high mail issue mail technology technology issue technology system mail issue
255,255,Business,market regulation social government market electronic computer computer computer electronic electronic market financial financial network stock social investor social stock unregulated automaton investor stock transaction big information regulation trade essay financial government regulation financial market capitalism government capitalism big network essay network financial control market big market network information essay transaction government unregulated regulation market network financial financial stock control information capitalism stock system control system automaton unregulated investor stock government stock trade transaction market capitalism stock control automaton trade network trade system capitalism
256,256,Arts,sign entertainment urban medium popular street street project wall perhap architect street medium information project cultural architect place place information distraction distraction wall design sign space wall cultural industry design place build architect entertainment distraction cultural design sign build space build distraction design industry urban popular cultural cultural distraction wall medium popular perhap place medium place entertainment medium architect project perhap industry wall build space information urban
257,257,Arts,public place place fantasy place call fantasy distraction distraction public call fantasy distraction public call
258,258,Business,share share million million offering offering million share offering
259,259,Business,company executive company nonprofit newspaper publishing company arrangement publishing executive arrangement institute debt newspaper nonprofit newspaper company chief chief nonprofit debt newspaper executive institute publishing institute newspaper company chief debt institute newspaper arrangement nonprofit debt
260,260,Society,report report report report
261,261,Society,war celebration war war celebration celebration celebration
262,262,Society,bill bill bill bill percent percent percent
263,263,Arts,century record popular song blue song album singer century century popular blue talent record singer greatest talent popular voice song song country century album greatest singer jazz blue country blue jazz jazz record voice jazz country voice century album century blue singer blue album talent greatest
264,264,Arts,hit hit collection hit collection collection
265,265,Business,internet percent initial decade market public end stock price leap deal price stock deal stock option percent share hot offering perhap public share offering end hot company index rise index company index history company offering stock share company rise option buy high percent close market stock close internet buy price public offering public public decade share percent history buy business million perhap offering split offering history percent million offering offering offering split stock offering deal adjust percent leap stock profit stock hot stock stock company share public company share market company rise split million market percent profit share company stock price company company rise market price company deal stock company offering share perhap adjust leap end stock business buy price stock investment internet market company public price million end percent perhap share offering hot close end initial stock stock option public end end stock winner million market share company high business internet share percent internet adjust offering winner index end initial price investment investment internet offering percent public decade profit price end index high percent winner hot stock internet
266,266,Business,big stock stock million company big stock company fund stock percent stock stock share percent stock stock percent million percent billion company big billion percent share percent fund share billion fund million fund million percent stock percent million stock billion
267,267,Society,election country country pro political government power election election government pro pro political power government pro election political political political political country power political political political country pro political
268,268,Society,government political country political pro political pro election political political political power pro pro political pro election political country political government country political government country election election power power
269,269,Society,government effort communist power money summer government communist free russian office official government administration reform money shock percent percent major lose policy market administration effort economic wealth money problem therapy russian money secretary power reform struggle percent free give wealth reform polish reform give russian reformer put summer lose put shock government economic market reformer free communist market official billion struggle shock therapy lose reform reform market power therapy shock administration therapy market policy economic summer lend reformer lend billion economy polish official wealth economic radical put polish percent summer summer reformer summer official economic radical parliament administration billion government struggle secretary government parliament shock free billion policy major government market government summer market percent official shock lose problem russian need need economy problem secretary government power reformer economic give market reform reform major need money percent reform effort reformer lose office government lend economy billion economic government government free parliament lose radical office russian reform
270,270,Society,effort government parliament power need therapy russian market reform official give reform free official percent give office government put need major radical money problem economic economic summer economic market economy money billion government money reformer lose administration lose secretary struggle communist percent lose lose wealth government market reform russian lose reformer government reform reform percent market economic summer shock reform shock policy official summer market government summer reform official radical parliament communist shock russian economic need government reform polish wealth reformer power therapy russian reformer reformer money summer reform communist free effort effort polish reform wealth policy major polish policy economic office official economic market billion major secretary economy power government problem summer reformer struggle russian administration therapy put put billion government administration lend billion secretary free economy lend billion radical market summer money lend office percent percent free problem free market struggle shock parliament government administration give power government shock therapy lose shock percent government
271,271,Society,important nuclear economy presidential interest democratic role economy administration economic weapon attention economic interest policy economic support problem development economy support nuclear international nuclear reform russian security weapon international nuclear exercise democratic international relationship administration value value problem economy right role foreign nuclear democracy pursuit agenda international norm military interest policy interest russian important simply economic foreign foreign economic military economic agreement state simply international foreign nuclear weapon weapon support norm economic state fact state threat interest military security defenses security economic economic pursue administration politic collapse power longer right president hand defenses role politic fact russian market reformer agreement norm administration administration power state weapon hand military democracy share interest reform norm economic longer foreign interest economic threat attention pursue pursuit exercise political attention presidential threat military security state administration affect market market administration development state exercise collapse democracy agreement human value hand reformer human part role longer right power interest policy share important interest pursuit state right relationship collapse power market administration human economic international political fact policy human nuclear democratic president simply pursuit economic development democracy agenda value agenda economy affect problem important policy politic nuclear exercise pursue part political political reform policy administration defenses interest longer presidential economic part affect pursuit political interest political state interest democratic interest international reform economic value agenda military state human weapon value threat nuclear threat weapon reform international reformer development problem policy relationship share nuclear value president
272,272,Society,political pursuit market power value international state interest important administration politic right state state right reformer affect russian presidential weapon military agreement human threat administration foreign threat attention defenses defenses economy military nuclear interest weapon development value policy power agenda pursuit economy nuclear policy russian power state interest nuclear policy pursue interest military foreign administration administration political economy economic economic role policy state relationship economic weapon economy part economic hand reform fact pursue norm development interest interest role nuclear democratic international threat economic share economic nuclear security agenda weapon international military economic fact international economic policy reformer economic presidential affect nuclear nuclear relationship nuclear threat collapse politic support collapse foreign international politic state exercise weapon political state economic democracy simply right military interest market share administration security fact norm political longer development economy human longer human affect hand agreement economic policy value agenda part president reform hand reform economic exercise reform pursue support exercise russian international military problem interest norm simply state exercise pursuit important important interest human support democracy policy president security political collapse problem international foreign development international attention norm reformer problem economic value weapon share nuclear part democratic threat market presidential interest administration state security defenses democratic role pursuit market nuclear political democracy problem pursuit agenda longer administration longer simply president interest attention democratic power reform agreement human important role value administration interest economic right democracy weapon foreign value relationship administration interest military value economic
273,273,Arts,movie rule box box film office office genre genre box million film office rule film surprised studio pleasantly record office record sense term sense film film hit movie box film genre number record movie film million ticket record film movie ticket number pleasantly million hit studio box pleasantly number million film surprised hit genre movie office movie term studio movie place surprised film movie ticket ticket place film place movie sense box rule term place movie hit
274,274,Arts,open strong earn film earn number strong film estimate million earn million million place million million percent film film number film place film percent theater increase million theater million theater number million million increase film open percent earn theater strong theater million estimate film place million percent increase earn film theater earn open percent film estimate number
275,275,Recreation,y2k y2k information com information com com com com com y2k information
276,276,Health,pill office bar mistake issue pill medical pill print medication pill pill bar drug number pill take care pill idea drug system trademark drug million bar patient take issue pill medication million system wrong issue health drug pass idea pass trademark milestone medication office milestone information patient milestone pill pill medication bar wrong information bar bar take care office information bar mistake pill print pill health drug care wrong system medical bar medical mistake bar health million pass pill number bar patient information million pill number pill bar print idea bar trademark bar patient wrong
277,277,Society,small small anti lose ally troop hungarian lose place government historian anti guard police guard flag hungarian flag hungarian government place historian right troop hungarian nation anti government nation ally small flag troop ally right right hungarian historian hungarian police hungarian police hungarian guard lose government hungarian right place right nation hungarian
278,278,Society,government government crown crown party anti history history history crown anti government government crown party crown liberal liberal government anti liberal party party crown
279,279,Society,election power political president power campaign president election presidential election act program presidential campaign president act presidential election plan power president political presidential plan election presidential campaign campaign campaign power power political political program president election campaign political election plan act political program
280,280,Society,worker case torture torture disappear torture victim government disappearance interrogation victim torture military arrest family program group member program political torture prisoner arrest group arrest torture crime lord government victim victim torture disappear political subject victim military program torture crime lord subject feel help disappearance victim government session take take feel torture complaint feel take victim worker family government torture torturer torture victim torturer torturer complaint help interrogation session torture torture arrest member feel international torturer country country subject torture torture group victim torture military lord torture group right silence take international torture program political member victim public torture torture government disappearance government disappear torture family political country feel disappearance prisoner torture session arrest group silence torture international military silence victim government torture victim political crime torture public member worker public international program torture torture interrogation case complaint prisoner arrest government right political help right case
281,281,Health,especially car hip woman show family young feel car child traditional unit idea advertiser hip research family company feel today baby unit magazine traditional voice show idea family advertiser young research child group woman set company idea child spot hip show spot advertiser traditional percent especially voice percent spot group feel hip family set idea group child show child family especially unit today today family voice couple spot product family magazine set research hip magazine baby hip spot couple set give give percent young product give spot product give baby family baby magazine product car traditional feel give woman couple company
282,282,Arts,magazine cover lifestyle put internet growth company magazine magazine magazine magazine cover put company woman magazine magazine company cable company television put cover company lifestyle cable magazine right magazine video magazine television video internet woman web web woman woman television magazine magazine internet right video company magazine lifestyle woman right company company cable growth magazine oxygen oxygen cable internet cover sure growth oxygen web sure magazine magazine sure company magazine
283,283,Business,powerful million company big agency huge huge agency company big million agency agency million big company powerful agency powerful huge million
284,284,Health,number shortage care trade worker aide number elderly nursing job sister aide worker need aide health nursing trade health care law care number worker put health expert job aide shortage care health worker put worker economy find health aide health job aide nursing find sister worker find health law care care trade job care expert job aide need aide worker care number expert find health need worker care care law elderly economy shortage shortage help help sister worker health elderly health shortage find worker care number economy health care job help job put
285,285,Health,agency client ago health minute health health aide health need aide agency pay client walk health hour ago care aide hour ago aide hour hour client aide health need aide percent walk care minute care hour industry industry pay pay client care ago job pay client percent health hour health care walk health job agency percent care need industry agency minute job
286,286,Recreation,mountain trench lowland fight fire fight artillery fire fight rebel town rebel mountain mountain troop trench rebel russian north troop mountain soldier mountain north rebel lowland rebel troop fire artillery rebel artillery town lowland rebel mountain russian soldier trench rebel soldier russian town north mountain russian
287,287,Recreation,militant russian soldier russian militant wound rebel militant leave russian wound leave russian troop soldier soldier rebel rebel troop soldier militant russian troop militant militant militant militant wound rebel leave troop
288,288,Computers,company effort business customer computer software business instance job computer repair computer computer instance spend percent software computer system company big job million information million information department company program technology repair information computer company programmer problem spend find program effort company worker business job million worker instance spend technology business technology program information billion company job effort electronic customer company company problem company problem repair salary worker billion programmer issue company worker software repair big electronic customer company company programmer issue programmer y2k job company million million department repair company system percent company worker y2k company repair million information percent effort company system programmer computer worker salary department program job software billion programmer software job issue repair repair technology computer salary programmer electronic y2k job company big computer percent technology million find company programmer problem problem big computer find company computer y2k
289,289,Computers,system stock system programmer stock programmer computer programmer computer system computer computer stock
290,290,Society,minister president president prime prime minister minister president party party minister president president prime party president president prime
291,291,Health,high foreign official case disease bear try try foreign percent immigrant disease public disease country foreign official country disease country active public home immigrant immigrant percent percent mask percent percent doctor foreign disease home case public immigrant problem disease country problem disease official country high immigrant disease problem country rate border disease border official doctor bear percent immigrant case border recently country mask country problem rate bear country immigrant official recently border bear recently border active try home active public disease doctor official case bear mask high rate immigrant immigrant case border doctor immigrant immigrant country
292,292,Society,tuberculosis control find detention case detention center program ray tuberculosis center center tuberculosis immigrant immigrant case test ray immigrant country find group tuberculosis infection control detention country official center tuberculosis tuberculosis immigrant center infection find case tuberculosis immigrant program official center center center tuberculosis immigrant detention infection immigrant center program immigrant official ray test test group center tuberculosis immigrant country group control test immigrant case case
293,293,Society,syrian negotiation minister expect talk syrian peace official talk mile israelis peace official security negotiation leader effort expect negotiation leader effort official security negotiation syrian negotiation leader border peace border peace prime mile border prime israelis official syrian peace prime sharaa israelis syrian peace syrian mile effort talk negotiation talk border israelis sharaa sharaa peace border peace minister syrian minister israelis negotiation official leader peace expect border israelis security
294,294,Society,syrian israeli newspaper syrian israeli peace peace israeli peace israeli syrian israeli newspaper station israeli syrian peace general station peace israeli syrian general station general syrian syrian peace israeli syrian newspaper general
295,295,Society,school expulsion student expulsion school judge judge school school testify official black involve school expulsion board school school expulsion testify official board school case student student board involve student school board white expulsion student school student student district black official expulsion student board school testify testify expulsion student expulsion hearing student white expulsion school student student black judge student board student student school student case school testify board school white black official case student school board district official school hearing hearing district involve student district student black board involve
296,296,Society,office chairman office today committee pay office today place chairman committee office committee chairman committee pay place chairman pay chairman today place
297,297,Computers,company worker repair company million big information job million billion company worker technology customer information million system effort big technology million million percent company computer find programmer company computer y2k customer instance company program job information effort job business issue technology y2k company program software program software company problem computer programmer repair repair effort company salary problem million job programmer issue job computer repair company repair information department billion salary problem problem million company programmer system salary electronic department y2k repair problem worker find percent electronic software worker company percent computer business job computer business big billion computer program information spend company computer company big programmer job repair y2k programmer department percent job worker worker spend issue software company software repair system computer programmer company company technology electronic programmer instance customer computer instance technology business company effort company find company spend computer
298,298,Computers,computer system system computer system programmer programmer stock computer computer stock stock programmer
299,299,Society,control party contest analyst voter incumbent battle candidate party high contest voter battle candidate party political voter politic political district political campaign district candidate politic political party control candidate candidate analyst seat seat control high incumbent party politic candidate voter campaign party race party political decision district campaign run candidate political campaign party seat high candidate incumbent district political party analyst analyst party decision battle seat political race district contest incumbent candidate district run political battle decision analyst candidate run race district battle
300,300,Society,campaign race republican potential seat potential campaign seat race million factor incumbent campaign run campaign run race million incumbent million incumbent republican candidate seat factor republican factor race run republican campaign candidate run potential campaign race candidate
301,301,Society,campaign cost race hand responsibility job sure race hand race competitive race know look campaign decision run competitive responsibility candidate campaign candidate cost campaign campaign responsibility run job political political sure cost know run race sure campaign decision job run look candidate decision know competitive run candidate competitive run hand political political political look run
302,302,Society,major foreign policy major recent deal foreign campaign campaign foreign part president policy major place part recent foreign part aide election president president deal president election aide aide trip deal place president place financial aide president recent president campaign election financial policy aide aide financial president trip trip
303,303,Business,trade trade trade trade trade trade
304,304,Society,case court court prison inmates assessment court prison significant significant justice law risk prison administration inmates court discrimination administration justice tell risk transmission prisoner ruling tell solicitor court case appeal prison decision prisoner risk inmates justice prison general ruling general transmission state case law state question discrimination court court court program ruling prisoner prison court court inmate risk case risk prison disability disability risk health inmates prisoner risk federal inmates law case assessment program case disability justice program transmission administration risk administration inmates program health transmission inmates risk decision program inmates prison program discrimination prison general significant inmates prisoner inmate federal court court prisoner solicitor question case court prison program program solicitor prisoner risk health significant inmates prison assessment ruling court discrimination ruling prison appeal federal inmates ruling case inmate state general program question assessment federal case decision case federal prison federal significant program appeal tell
305,305,Sports,yard quarterback field field half victory coach team victory team jet team produce game victory yard produce season player season game jet half season yard player game season playoff victory season jet field jet jet playoff carry quarterback yard season team carry goal jet coach season team season jet yard team jet victory season team playoff playoff goal yard carry goal team half goal team victory coach team field jet yard field quarterback field goal half season yard quarterback produce season goal playoff team yard jet game coach player
306,306,Computers,computer problem company computer y2k house y2k y2k power power y2k warn admit programmer warn company computer power programmer computer y2k problem computer house power problem problem company computer admit problem admit computer company house warn programmer computer company company y2k
307,307,Sports,yard team team beat beat beat yard jet team refer record team refer record record beat team refer jet jet jet jet yard playoff playoff record team yard yard record team yard beat playoff jet beat beat
308,308,Sports,staff staff defense team personnel injury defense season friend coach problem point offseason team season surgery surgery disappointing problem problem friend injury play surgery falcon player player staff head turnover friend head disappointing surgery job player coach field offseason season head coach head falcon win offseason heart field win team win coach personnel injury point personnel defense play falcon turnover heart surgery heart coach play coach coach turnover job win point disappointing season field season job head heart season team
309,309,Health,mentally mentally thousand youngster service mental ill kid mental residential thousand service mentally thousand health boy service mental treatment residential ill treatment mentally treatment treatment treatment kid boy ill youngster mental youngster treatment treatment service treatment treatment disorder disorder ill residential health service ill disorder treatment kid boy youngster residential health residential mentally service ill health kid mentally
310,310,Arts,strip kid challenge kid kid peanut artist kid strip strip adult look blanket love give artist strip give taught peanut love strip peanut adult challenge dog artist peanut kid look strip single give challenge adult peanut taught adult look gang single laugh kid gang strip kid peanut peanut adult gang challenge kid dog artist love peanut single gang blanket strip peanut adult blanket today million look today million million adult adult gang gang strip laugh challenge challenge dog dog today taught laugh laugh
311,311,Society,party party primary republican primary primary primary party independent party party election primary primary party party party party primary registration primary party party republican vote independent vote party party primary democratic party independent party independent democratic republican democratic vote independent party election primary registration election registration party party primary
312,312,Sports,kick punt special touchdown special special senior yard season touchdown team game punt team returner player team goal field team returner kick break play coach block team kick field yard special punt game block team field senior punt kick team goal yard play night special team yard yard special game player team team game break season team kick punt night yard kick night yard coach kick break play season field returner team team season block punt season game coach goal team punt player game senior touchdown yard punt special kick
313,313,Computers,computer computer system country system country millennium computer expert millennium millennium system problem country country problem problem expert computer problem system computer expert
314,314,Sports,season play guy game quarterback game team game touchdown touchdown play yard touchdown touchdown game season season coach quarterback yard coach season game yard guy team coach guy game season yard quarterback quarterback team touchdown play season
315,315,Society,race close campaign campaign contest close wife endorsement official endorsement official woman endorsement presidential campaign presidential adviser race endorse endorsement endorse drop endorsement campaign consider endorsement wife presidential contest contest race endorse presidential consider campaign close campaign drop presidential drop race adviser adviser close wife close consider woman campaign endorsement adviser presidential official official woman endorsement campaign
